"Classification","Year","Period","Period.Desc.","Aggregate.Level","Is.Leaf.Code","Trade.Flow.Code","Trade.Flow","Reporter.Code","Reporter","Reporter.ISO","Partner.Code","Partner","Partner.ISO","X2nd.Partner.Code","X2nd.Partner","X2nd.Partner.ISO","Customs.Proc..Code","Customs","Mode.of.Transport.Code","Mode.of.Transport","Commodity.Code","Commodity","Qty.Unit.Code","Qty.Unit","Qty","Alt.Qty.Unit.Code","Alt.Qty.Unit","Alt.Qty","Netweight..kg.","Gross.weight..kg.","Trade.Value..US..","CIF.Trade.Value..US..","FOB.Trade.Value..US..","Flag"
"HS",2016,201602,"February 2016",6,1,1,"Imports",31,"Azerbaijan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,108,NA,1511,NA,NA,0
"HS",2016,201602,"February 2016",6,1,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,29047,NA,54622,NA,NA,0
"HS",2016,201604,"April 2016",6,1,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,3364,NA,4650,NA,NA,0
"HS",2016,201605,"May 2016",6,1,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,3409,NA,5009,NA,NA,0
"HS",2016,201606,"June 2016",6,1,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,1938,NA,2329,NA,NA,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,3354,NA,4251,NA,NA,0
"HS",2016,201609,"September 2016",6,1,1,"Imports",51,"Armenia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,1276,NA,2783,NA,NA,0
"HS",2016,201601,"January 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,39543,NA,114100,NA,NA,0
"HS",2016,201602,"February 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,23067,NA,61100,NA,NA,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,275,NA,600,NA,NA,0
"HS",2016,201604,"April 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,24442,NA,77400,NA,NA,0
"HS",2016,201605,"May 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,15604,NA,45900,NA,NA,0
"HS",2016,201606,"June 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,20272,NA,71500,NA,NA,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,20100,NA,78300,NA,NA,0
"HS",2016,201608,"August 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,220,NA,900,NA,NA,0
"HS",2016,201609,"September 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,284,NA,700,NA,NA,0
"HS",2016,201610,"October 2016",6,1,1,"Imports",112,"Belarus",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,216,NA,900,NA,NA,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",268,"Georgia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,48,NA,188,NA,NA,0
"HS",2016,201605,"May 2016",6,1,1,"Imports",268,"Georgia",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,955,NA,4207,NA,NA,0
"HS",2016,201601,"January 2016",6,1,1,"Imports",417,"Kyrgyzstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,20000,NA,53704,NA,NA,0
"HS",2016,201602,"February 2016",6,1,1,"Imports",417,"Kyrgyzstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,120000,NA,311312,NA,NA,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",417,"Kyrgyzstan",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,60000,NA,178867,NA,NA,0
"HS",2016,201603,"March 2016",6,1,1,"Imports",554,"New Zealand",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,484178,NA,1448133,NA,NA,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",554,"New Zealand",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,44,NA,680,NA,NA,0
"HS",2016,201607,"July 2016",6,1,1,"Imports",842,"United States of America",NA,643,"Russian Federation",NA,NA,NA,NA,NA,NA,NA,NA,40510,"Dairy produce; derived from milk, butter",0,NA,NA,NA,NA,NA,1080,NA,7480,NA,NA,0
